Id,SalePrice
1461,111144.05094096251
1462,156930.64233511838
1463,180646.44364240582
1464,194465.24893819063
1465,193147.13479178035
1466,182745.1118856292
1467,187228.4404508071
1468,171457.68038961611
1469,197645.1704427595
1470,115925.07221533787
1471,207369.45098906895
1472,106968.10734048348
1473,98595.41338400824
1474,156208.063582609
1475,107580.39231491793
1476,336735.2587804737
1477,246263.12458613282
1478,298849.09476127976
1479,284597.2283492698
1480,425327.52174879186
1481,286143.0109877108
1482,217264.25441841735
1483,193808.43023829212
1484,178312.48659222794
1485,205365.54934075748
1486,215543.57456683347
1487,294526.43741332024
1488,240177.04902290663
1489,198194.30701505777
1490,239437.87835253595
1491,218101.68475127727
1492,87907.68475140497
1493,209723.0406787333
1494,286500.9072882924
1495,265611.76227519655
1496,240180.03227343105
1497,180412.32222464524
1498,182388.92479983214
1499,177925.14101930996
1500,172166.85102641347
1501,215889.8725918705
1502,165974.85696080184
1503,273745.0292662448
1504,245407.5154771632
1505,227890.05454596347
1506,194754.99837160064
1507,249126.65342638086
1508,208113.2634152084
1509,154617.32230057105
1510,144372.5555443522
1511,157646.77134997692
1512,185243.12697189668
1513,153514.32590789674
1514,150798.3522128153
1515,203103.0253670854
1516,163301.38756491503
1517,167890.92098961177
1518,126027.93466499423
1519,234595.26572909905
1520,128651.96427513828
1521,127788.7227384635
1522,191762.89897335268
1523,94069.8968848214
1524,119141.35137501359
1525,101479.60337153928
1526,99088.98196561905
1527,99000.3733373061
1528,134289.35473274952
1529,140192.94569304498
1530,193697.83539940792
1531,159913.08073836486
1532,102561.802157353
1533,164637.02043726845
1534,147607.7652852354
1535,161155.33287743025
1536,108288.22023299469
1537,68467.3920803059
1538,168429.37067880592
1539,228521.84518390283
1540,130175.48705513147
1541,149222.24199427592
1542,136883.62633567292
1543,184539.10751246073
1544,82200.08135930767
1545,101033.11337549823
1546,137764.0525979862
1547,151779.74205241672
1548,121705.40128074848
1549,115303.0933869661
1550,133841.0232542329
1551,129611.57426925172
1552,152772.15694269876
1553,163664.13647814913
1554,115616.97669519321
1555,171903.2877917736
1556,95094.77094076212
1557,112177.96993372885
1558,109736.4839089638
1559,90807.15409693937
1560,140489.27857657688
1561,154293.4056043503
1562,139857.30091626942
1563,117059.07010248162
1564,171243.32293370008
1565,149198.39831185061
1566,232684.31754913894
1567,81851.96354111569
1568,247317.7315909444
1569,152928.86369014133
1570,147382.3505206358
1571,115381.91035426287
1572,143080.74205230165
1573,242100.64084422687
1574,130703.40046155488
1575,237810.52432624152
1576,251865.56659297884
1577,195740.9717818027
1578,156950.67922978962
1579,132481.51265216185
1580,195360.96406899547
1581,158925.7031730397
1582,121696.85375265632
1583,287404.7264360164
1584,235399.63126148356
1585,158977.86354881787
1586,54621.12046529775
1587,104920.74578203128
1588,151233.06708296677
1589,106869.34468027389
1590,130551.97296383212
1591,82213.71672062388
1592,143936.92021261444
1593,121337.44160573078
1594,149570.07417934627
1595,116787.23556940173
1596,222110.4588758262
1597,172481.67323330382
1598,191941.84975874677
1599,188055.07297237977
1600,189218.37737801415
1601,44470.30528211559
1602,124691.88555619365
1603,91869.9110963955
1604,260988.42830675276
1605,245824.61863629293
1606,168263.19305867382
1607,173039.89544827037
1608,235328.0823475086
1609,194787.55640569713
1610,157391.02213149567
1611,140659.0997271993
1612,194592.99193468687
1613,171158.4779231333
1614,134315.51588281093
1615,84716.50763277593
1616,67620.12948117145
1617,78356.23977604516
1618,113444.75714545611
1619,149969.2706034965
1620,174327.21423197837
1621,137636.88233286887
1622,158765.16183008617
1623,261595.19845796155
1624,233944.57204606623
1625,120732.11737535664
1626,185621.45262372564
1627,195878.99131393174
1628,275538.88762442314
1629,176558.49308959942
1630,303079.59259946505
1631,208934.07133766887
1632,223089.85510540428
1633,186491.16528306325
1634,195746.83151908312
1635,195847.28067891597
1636,165852.3045042606
1637,194162.84286337768
1638,217114.70792483215
1639,178075.0021339001
1640,252568.4717843809
1641,184112.95988598693
1642,248621.9921459877
1643,235616.40937403654
1644,234937.4112596239
1645,227168.08834139237
1646,169450.68692237636
1647,162671.65951640822
1648,135116.65936283764
1649,143342.4110296516
1650,108041.86832212312
1651,115403.93941314178
1652,106605.0239946671
1653,104152.08857350225
1654,155014.9971803086
1655,140758.60329030856
1656,148042.75230648415
1657,152908.25088506768
1658,163082.7398413542
1659,105218.82397887054
1660,161590.5502690382
1661,406049.5755825391
1662,316989.8301204564
1663,354061.4925404369
1664,417835.4050626627
1665,307971.8008630938
1666,303005.05967404565
1667,332941.17469055613
1668,337385.1085956364
1669,293778.64700268465
1670,332375.19030928926
1671,271844.3733273661
1672,370577.3539925714
1673,287947.5442052056
1674,253641.5974893091
1675,216398.7873709953
1676,214455.9460889215
1677,216974.10925478945
1678,411555.9383741608
1679,340714.2566695328
1680,305809.1634602986
1681,268155.0760615893
1682,289656.72460549953
1683,198831.0922382847
1684,204758.62928713064
1685,207515.38703263507
1686,183084.14582465604
1687,196842.93406128947
1688,214844.7056717616
1689,220275.33140993796
1690,219595.5238228416
1691,210622.70423815673
1692,265009.8614825599
1693,198493.10810645213
1694,187938.1884779084
1695,166178.09130589606
1696,272426.2826963525
1697,167708.9365279612
1698,305096.89447046
1699,314437.3318395813
1700,250435.33966098906
1701,269713.0803639376
1702,260018.6662231193
1703,254375.07509402302
1704,278253.37916347175
1705,268094.6974781051
1706,385635.2259023683
1707,222987.28424930913
1708,216141.88987559613
1709,271678.97011111595
1710,234008.62632466736
1711,275872.0120149462
1712,260136.14568318758
1713,266493.0779243305
1714,227595.139209318
1715,215068.80376763857
1716,195445.38952878278
1717,191786.21529251483
1718,143744.09897869357
1719,226413.6381853597
1720,270016.58195278625
1721,190452.26636357492
1722,140901.8745495072
1723,174550.2986355621
1724,215242.93688113638
1725,241909.2614660386
1726,202243.31715066027
1727,166991.9615272013
1728,204038.2123986584
1729,161245.2013036116
1730,155889.21400202508
1731,128511.96088381653
1732,134430.15256779347
1733,108788.96422319693
1734,119377.0480899747
1735,153087.73978888209
1736,102087.44014236389
1737,289427.2647703949
1738,234994.54616077332
1739,265978.63119451725
1740,230341.24409791682
1741,208613.03916599622
1742,189168.10084751542
1743,196240.83074588084
1744,322259.94470949925
1745,222135.06967626442
1746,199570.3825040924
1747,224351.11422308843
1748,227792.30448448507
1749,166312.8366513352
1750,135613.59035423625
1751,259573.89116991928
1752,109140.97834811354
1753,156804.0626244807
1754,204581.4687545031
1755,190219.57506184475
1756,135593.58946435328
1757,111922.79073390951
1758,149453.30009649502
1759,161790.76902661522
1760,176101.3012997626
1761,165859.64498115168
1762,178617.33989422995
1763,190634.22590727967
1764,106491.20332846043
1765,171974.78045513225
1766,188546.1197707128
1767,223611.26997451443
1768,138672.617673797
1769,167212.324981353
1770,170670.93663946088
1771,114462.94322956765
1772,140287.10959629432
1773,123381.0849402875
1774,159527.28763638018
1775,134710.40362036155
1776,123928.32651021486
1777,112368.68976489596
1778,149752.06069138608
1779,133701.41852117333
1780,174195.875984991
1781,120710.73808408191
1782,75742.86732842118
1783,153097.32470842652
1784,118207.65968939409
1785,135588.52650449536
1786,158114.36777857193
1787,182546.9113253472
1788,84139.55883158618
1789,107404.17116300896
1790,73551.77685309424
1791,213975.41820355138
1792,155653.8909835906
1793,152695.38538870763
1794,174526.4162061588
1795,134965.20221897424
1796,152021.3730917045
1797,133696.05796727873
1798,114821.78842988664
1799,95713.49189035561
1800,124989.014431435
1801,122415.68374204152
1802,140676.58629007946
1803,158689.18606856893
1804,146750.9469530928
1805,138253.00716890313
1806,135459.4914791627
1807,150934.69930015737
1808,134471.9830571407
1809,129904.1680415716
1810,141899.25613908062
1811,132766.69579068382
1812,107730.26254689312
1813,117484.75919780857
1814,99097.97065449742
1815,41465.9677252557
1816,114460.693551693
1817,145436.12466065303
1818,193155.40317975564
1819,145873.0030121872
1820,70987.49151563384
1821,137523.63110495126
1822,168610.4127726206
1823,59626.202594768416
1824,132350.04632795026
1825,135926.9523360311
1826,109019.38098965633
1827,91825.41868438333
1828,132272.90622504058
1829,141499.45692525848
1830,153132.472082326
1831,148892.2285055463
1832,95928.32793439802
1833,147772.6829785955
1834,138586.87178923964
1835,141064.25446872352
1836,118545.41403471373
1837,106010.37194482077
1838,122544.65592037761
1839,123573.94579458065
1840,139444.25565395097
1841,120351.92862099946
1842,88336.2952463089
1843,142227.54238985697
1844,140377.64739569943
1845,144075.93305659862
1846,160476.55278360526
1847,171153.9098517046
1848,51592.28287785605
1849,114500.26111504424
1850,111172.29447287122
1851,156549.41484297148
1852,126794.26426109928
1853,147525.7360589575
1854,181907.49272196734
1855,173881.29794291395
1856,235782.75212742438
1857,165018.48894061946
1858,140423.0807792465
1859,113301.89038125116
1860,165496.13551452645
1861,112569.16113710846
1862,283944.24094720325
1863,282015.7651867623
1864,282030.61661903636
1865,334069.66858518997
1866,331491.5913730891
1867,237879.23279106236
1868,300333.5153209857
1869,221367.57315928003
1870,233620.854035076
1871,258824.1060749946
1872,205778.65589722127
1873,240963.06259704515
1874,133239.93133175542
1875,196516.27063059292
1876,191863.4758703783
1877,213027.2794931988
1878,218926.37740277345
1879,123425.28944804227
1880,121752.57249323314
1881,254777.32311623113
1882,255315.21645417408
1883,197814.8280624689
1884,209429.1082870668
1885,242138.65820914137
1886,277303.93586511613
1887,229782.68358034233
1888,264178.8083404279
1889,189281.39569348234
1890,117554.59547939255
1891,137310.98912760708
1892,88556.6459772231
1893,131344.5630460985
1894,116105.94740384395
1895,138959.50296814195
1896,124285.69392703872
1897,118450.39875796036
1898,118334.00952969445
1899,159649.05899330313
1900,139941.61590941128
1901,151649.9173992206
1902,130704.3411447183
1903,195901.93896563436
1904,128095.44831353542
1905,188812.303690557
1906,153995.15088383466
1907,219415.17788778912
1908,106332.2230312185
1909,155645.36667344384
1910,129613.25663890952
1911,193765.08154499403
1912,278280.3120826766
1913,183649.1843009173
1914,61259.99213908303
1915,296766.2686340843
1916,22368.913214187865
1917,255279.30754436261
1918,140819.50192803922
1919,181484.6001376836
1920,165683.51447232979
1921,357629.2203108948
1922,320427.15702048637
1923,234598.66120646583
1924,245479.28709339892
1925,228341.46225761314
1926,357727.23237978993
1927,138333.29770872946
1928,173727.49343030757
1929,123444.83152239314
1930,138149.32023557517
1931,146229.24144370176
1932,138844.3205086492
1933,187330.1464320877
1934,180971.76121723498
1935,176617.00929786032
1936,193742.06856783104
1937,188007.3521958888
1938,191251.97483177818
1939,240504.1433741056
1940,194676.2681447378
1941,181103.042185277
1942,198673.73950473263
1943,209751.64979425768
1944,318029.7889380043
1945,339020.2733111986
1946,126093.96309349357
1947,289580.50475079543
1948,182679.18975030995
1949,250584.43110368762
1950,195755.51162237427
1951,272306.4157795392
1952,236567.74502282654
1953,217518.30178915814
1954,192437.86479870035
1955,129529.38348241661
1956,353720.99457845953
1957,151745.86938984136
1958,290886.34200889315
1959,146816.31116339285
1960,107945.53132105473
1961,125958.72105599835
1962,98236.87229103746
1963,113706.50283202068
1964,108585.19186951102
1965,150875.4772284365
1966,138920.09133835268
1967,282246.42966478784
1968,367061.63454511366
1969,350540.72280268813
1970,346607.6324067321
1971,402609.37897683715
1972,339123.7591166261
1973,298474.54338836146
1974,310352.8554393075
1975,412168.61184659414
1976,277386.4200171869
1977,343508.0942932543
1978,311309.9057759658
1979,311401.2540062253
1980,203362.7478326915
1981,325729.8701382673
1982,219566.20619057398
1983,207163.2959531071
1984,191223.292508332
1985,226048.67857989232
1986,217921.14693060453
1987,195702.09346423586
1988,203331.79751424142
1989,215731.09369100851
1990,232253.0708601221
1991,221763.91882651212
1992,243111.84225937288
1993,199121.2853037222
1994,238254.9465065274
1995,191267.65146571884
1996,296133.2084921756
1997,300737.40771199286
1998,295963.21001217514
1999,275071.15202948515
2000,297820.93259582476
